Nombres,Id,Géneros,Fecha en la que se añadió,Estación,Género General
Estopa,5ZqnEfVdEGmoPxtELhN7ai,"['pop flamenco', 'rumba', 'spanish pop']",2020-07-08 22:03:57+00:00,Verano,Pop
Sergio Ramos,1nbrjOvQRh3w167UZjjMv4,['NA'],2020-07-08 22:04:00+00:00,Verano,Otros
Canelita,7g9K2QjuqVLUniCCCHyF7j,"['flamenco urbano', 'pop flamenco', 'rumba']",2020-07-08 22:04:00+00:00,Verano,Otros
Jose Merce,7p5J8SfKU9Rulp7tcA53G8,"['cante flamenco', 'flamenco', 'rumba']",2020-07-08 22:04:02+00:00,Verano,Flamenco
Kiko el Crazy,3NpG6SsHaQETkdQVZH6V1E,['dembow dominicano'],2020-07-27 16:45:23+00:00,Verano,Otros
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2020-07-27 16:45:35+00:00,Verano,Reggateon
Tainy,0GM7qgcRCORpGnfcN2tCiB,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",2020-07-27 16:45:35+00:00,Verano,Reggateon
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,"['neo soul', 'pop', 'r&b']",2020-07-27 16:46:18+00:00,Verano,"Jazz, Soul & Blues"
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",2020-07-27 16:46:18+00:00,Verano,Hip hop
Sofia Ellar,0zuqz96cs1dQcxc2FpLPcR,"['spanish pop', 'spanish rock']",2020-07-27 16:47:51+00:00,Verano,Pop
Jerry Di,7f02bxFbZIOVdSbYRNYvLT,"['cubaton', 'pop venezolano', 'trap latino', 'urbano latino']",2020-09-19 15:34:24+00:00,Otoño,Reggateon
Adrian Delgado,0D2VCZf17n5XVzgFAnO9cA,['NA'],2020-09-19 17:40:29+00:00,Otoño,Otros
Deorro,6VD4UEUPvtsemqD3mmTqCR,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",2020-09-19 17:40:29+00:00,Otoño,EDM & Disco
DyCy,2qdqYad94Al0HLIgmUGQM5,['NA'],2020-09-19 17:40:29+00:00,Otoño,Otros
Nolasco,1iydw0OqyICpB5XlyfZ7qP,['pop flamenco'],2020-11-04 21:06:22+00:00,Otoño,Otros
Los Rebujitos,6v8MdMs2ByHLXUdWonWFPK,"['carnaval cadiz', 'flamenco urbano', 'pop flamenco', 'spanish pop']",2020-11-04 21:06:23+00:00,Otoño,Pop
José El Francés,1p2r4UTpZX8aIWktEuvpax,"['pop flamenco', 'rumba']",2020-11-04 21:06:30+00:00,Otoño,Otros
Raya Real,6B0tiYh9aXjEkmNp6LhGjk,"['pop flamenco', 'sevillanas']",2020-11-04 21:06:33+00:00,Otoño,Flamenco
Jose Manuel El Mani,23HVDJq46GOXpMgWH3C2oL,['NA'],2020-11-04 21:06:38+00:00,Otoño,Otros
Requiebros,2NgfJQxQU8vnyrS8o6r42v,['sevillanas'],2020-11-04 21:06:52+00:00,Otoño,Flamenco
Los Manolos,4WsE6jJORlwp3OcAWkCUrj,"['rumba', 'rumba catalana']",2020-11-04 21:07:15+00:00,Otoño,Otros
Camaron De La Isla,5MnhtFXEfqi637k6NfKuZI,"['cante flamenco', 'flamenco', 'pop flamenco', 'rumba']",2020-11-04 21:23:20+00:00,Otoño,Flamenco
Paco de Lucía,3h8OjAdgYXVRoMZ8jFd6Uw,"['flamenco', 'flamenco guitar', 'rumba']",2020-11-04 21:23:45+00:00,Otoño,Flamenco
Camaron De La Isla,5MnhtFXEfqi637k6NfKuZI,"['cante flamenco', 'flamenco', 'pop flamenco', 'rumba']",2020-11-04 21:25:42+00:00,Otoño,Flamenco
Paco de Lucía,3h8OjAdgYXVRoMZ8jFd6Uw,"['flamenco', 'flamenco guitar', 'rumba']",2020-11-04 21:25:42+00:00,Otoño,Flamenco
Ramón Algeciras,5W2znB5Fy0hGEMuxZPKJm7,['NA'],2020-11-04 21:25:42+00:00,Otoño,Otros
Lola Flores,1ZcvF2meiXi5UPDJWxrKR5,['copla'],2020-11-04 21:27:07+00:00,Otoño,Otros
Lola Flores,1ZcvF2meiXi5UPDJWxrKR5,['copla'],2020-11-04 21:27:51+00:00,Otoño,Otros
Antonio González,0iQqeQIjpf8F72j3qSvXtz,['rumba'],2020-11-04 21:27:51+00:00,Otoño,Otros
Lola Flores,1ZcvF2meiXi5UPDJWxrKR5,['copla'],2020-11-04 21:28:22+00:00,Otoño,Otros
Rosario,05xSLrRgGwm2nCH2SmnNMW,"['cantautor', 'spanish pop']",2020-11-04 21:29:28+00:00,Otoño,Pop
Rocío Jurado,1FlYevYLENR3IMgMlnMvf9,"['cancion melodica', 'copla', 'pop romantico']",2020-11-04 21:29:58+00:00,Otoño,Reggae
Raphael,796OSRuB0E9Hq55uTFL9U8,['NA'],2020-11-04 21:30:51+00:00,Otoño,Otros
Rocío Jurado,1FlYevYLENR3IMgMlnMvf9,"['cancion melodica', 'copla', 'pop romantico']",2020-11-04 21:30:51+00:00,Otoño,Reggae
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",2020-11-13 16:46:09+00:00,Otoño,Reggateon
JHAYCO,6nVcHLIgY5pE2YCl8ubca1,"['reggaeton', 'trap latino', 'urbano latino']",2020-11-13 16:46:09+00:00,Otoño,Reggateon
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2020-11-13 16:46:52+00:00,Otoño,Reggateon
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",2020-11-13 16:46:52+00:00,Otoño,Reggateon
Farruko,329e4yvIujISKGKz1BZZbO,"['reggaeton', 'trap latino', 'urbano latino']",2020-11-13 16:47:06+00:00,Otoño,Reggateon
Gigolo,6TsuGgwwRPhFWboZ1ikHhZ,['reggaeton flow'],2020-11-13 16:47:06+00:00,Otoño,Otros
La Exce,2RON3ZWvFVAHpiJA74KNHj,['reggaeton flow'],2020-11-13 16:47:06+00:00,Otoño,Otros
Messiah,0tR60pwxQ5WKjPxQcKoCQ7,"['trap dominicano', 'trap latino']",2020-11-13 16:47:06+00:00,Otoño,Reggateon
Almighty,6P6GTRTigHBp8ZesNtpCKH,"['reggaeton flow', 'trap latino', 'urbano latino']",2020-11-13 16:47:06+00:00,Otoño,Reggateon
Paris Boy,6ONwLtT6vOzlO3pfZNAOMw,['NA'],2020-11-13 16:48:00+00:00,Otoño,Otros
Octavian,5zfEatKLDdRkgbw6sdLBAQ,"['afroswing', 'london rap', 'uk alternative hip hop', 'uk hip hop']",2020-11-13 16:48:22+00:00,Otoño,Otros
Skepta,2p1fiYHYiXz9qi0JJyxBzN,"['birmingham grime', 'grime', 'instrumental grime', 'uk hip hop']",2020-11-13 16:48:22+00:00,Otoño,Reggae
Kidd Keo,0VZrPa7mWAYXH4CwmYk8Km,"['drill espanol', 'trap latino', 'trap triste', 'urbano espanol', 'urbano latino']",2020-11-13 16:48:43+00:00,Otoño,Reggateon
Yay,65UC5VKwU4vBSBSHckQd5l,['NA'],2020-11-13 16:48:43+00:00,Otoño,Otros
Kidd Keo,0VZrPa7mWAYXH4CwmYk8Km,"['drill espanol', 'trap latino', 'trap triste', 'urbano espanol', 'urbano latino']",2020-11-13 16:48:52+00:00,Otoño,Reggateon
Yay,65UC5VKwU4vBSBSHckQd5l,['NA'],2020-11-13 16:48:52+00:00,Otoño,Otros
Messiah,1xDP6EYqtvlyA5rLcQ3uW9,['NA'],2020-11-13 17:01:04+00:00,Otoño,Otros
Farruko,329e4yvIujISKGKz1BZZbO,"['reggaeton', 'trap latino', 'urbano latino']",2020-11-13 17:01:04+00:00,Otoño,Reggateon
ORTIES,2EQL8mKUUBj4Ec0tkKvBKN,['NA'],2020-11-13 17:14:10+00:00,Otoño,Otros
ANTHA,5GuT4XDJw2I7uKuWkQavTG,['NA'],2020-11-13 17:14:10+00:00,Otoño,Otros
EREX,0XnzHfOGCVgYHiIImA595j,['NA'],2020-11-13 17:14:10+00:00,Otoño,Otros
Parchis,0c2KfzRxChNVQBojuWKAb6,['musica para ninos'],2020-12-05 12:23:25+00:00,Invierno,Otros
Villancicos,49iliMsEPTb3WSr1ZjQPdq,['villancicos'],2020-12-05 12:23:51+00:00,Invierno,Otros
Villancicos de Navidad y Canciones de Navidad,2FHN0lFkoif5aZHW55PNKD,['villancicos'],2020-12-05 12:24:38+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:25:33+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:25:38+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:26:05+00:00,Invierno,Otros
B. Swanson Quartet,0JXiS2FrAg3wQYJHcmZdrc,['NA'],2020-12-05 12:26:05+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:26:19+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:26:40+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:27:09+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:27:31+00:00,Invierno,Otros
The Jimmy Joyce Singers,1M0wdYIdPlJz4Q0ZZjqdbt,['NA'],2020-12-05 12:27:31+00:00,Invierno,Otros
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2020-12-05 12:27:47+00:00,Invierno,Otros
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2020-12-05 12:28:31+00:00,Invierno,Otros
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop'],2020-12-05 12:29:00+00:00,Invierno,Pop
Villancicos de Navidad y Canciones de Navidad,2FHN0lFkoif5aZHW55PNKD,['villancicos'],2020-12-05 12:30:30+00:00,Invierno,Otros
Parchis,0c2KfzRxChNVQBojuWKAb6,['musica para ninos'],2020-12-05 12:31:04+00:00,Invierno,Otros
Parchis,0c2KfzRxChNVQBojuWKAb6,['musica para ninos'],2020-12-05 12:31:10+00:00,Invierno,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-12-05 12:32:06+00:00,Invierno,Otros
Leroy Anderson,5YhX2onn51M81v4dSZajlX,"['american modern classical', 'easy listening', 'space age pop']",2020-12-05 12:32:24+00:00,Invierno,Otros
Iain Sutherland Concert Orchestra,0T8RuYrFepdPuz5Zkpyo1a,"[""man's orchestra""]",2020-12-05 12:32:24+00:00,Invierno,Otros
Iain Sutherland,5IMrAzailmE4a1Xh84e2ss,['NA'],2020-12-05 12:32:24+00:00,Invierno,Otros
Jo Beal,79JjORXABNhAhhbKDvKsTh,['NA'],2020-12-05 12:32:48+00:00,Invierno,Otros
Inge Sunde,6nMytEwDERokGBOiChfVg7,['NA'],2020-12-05 12:32:48+00:00,Invierno,Otros
Noteservice Wind Ensemble,4xGPKKf0qlDo5CTNFlZQHo,['NA'],2020-12-05 12:32:48+00:00,Invierno,Otros
Jim Boothe,6AExM1VJfzwgCgJgIPg59F,['NA'],2020-12-05 12:32:48+00:00,Invierno,Otros
Joe Beal,2zPneLhvkvs3v3b9G2s9wt,['NA'],2020-12-05 12:32:48+00:00,Invierno,Otros
Mecano,5BMgsAFg8rZQc3tqs5BB8G,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2020-12-05 12:33:09+00:00,Invierno,Pop
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,"['dance pop', 'pop', 'urban contemporary']",2020-12-05 12:33:26+00:00,Invierno,Pop
Sammy Kaye and His Orchestra,1EEZrFQsdIJuTXnfI7FYRp,"[""man's orchestra""]",2020-12-05 12:34:04+00:00,Invierno,Otros
Wham!,5lpH0xAS4fVfLkACg9DAuM,"['new romantic', 'new wave', 'new wave pop', 'soft rock']",2020-12-05 12:34:41+00:00,Invierno,Otros
The Master's Men,3uaKcB7uDejFLUSGYxs5bM,['NA'],2020-12-06 17:53:35+00:00,Invierno,Otros
The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,['australian hip hop'],2020-12-14 17:34:53+00:00,Invierno,Otros
Eve,4d3yvTptO48nOYTPBcPFZC,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']",2020-12-14 17:35:28+00:00,Invierno,Pop
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,"['dance pop', 'pop']",2020-12-14 17:35:28+00:00,Invierno,Pop
Barry White,3rfgbfpPSfXY40lzRK7Syt,"['disco', 'quiet storm', 'soul']",2020-12-17 21:02:11+00:00,Invierno,"Jazz, Soul & Blues"
Neska,1IMX8AG0s31WtvCLk4QEWJ,['rap espanol'],2021-01-26 19:26:28+00:00,Invierno,Otros
JM,3xQTLqwYFmsK19eYk5Hf3N,['rap espanol'],2021-01-26 19:26:28+00:00,Invierno,Otros
GiGi,7LBlLtFcjp3ZYZhpqiJKMc,['NA'],2021-01-26 19:26:28+00:00,Invierno,Otros
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2021-01-26 19:26:40+00:00,Invierno,Otros
Vienna Radio Symphony Orchestra,2nJZffRcm3WDa74FSkYYOb,"['austrian orchestra', 'orchestra', 'radio symphony']",2021-01-26 19:26:40+00:00,Invierno,Música clásica
Eliane Correa,6o20t9tKjGu5c5BvluBM38,['NA'],2021-01-26 19:26:40+00:00,Invierno,Otros
Martin Gellner,4htujiPBxC6ynIY9V6sKOR,['NA'],2021-01-26 19:26:40+00:00,Invierno,Otros
Orishas,2gKYxTUOqw9aPt7ljMwSHT,"['conscious hip hop', 'cuban alternative', 'hip hop cubano', 'latin alternative', 'latin hip hop']",2021-02-03 19:26:32+00:00,Invierno,Pop
The Tango Project,6rHM0q80oKoIsYR5LBbLwW,['NA'],2021-02-12 12:44:21+00:00,Invierno,Otros
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'rock']",2021-02-15 22:02:23+00:00,Invierno,Rock & Indie
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2021-02-15 22:14:13+00:00,Invierno,Rock & Indie
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2021-03-02 16:13:07+00:00,Primavera,Otros
Counting Crows,0vEsuISMWAKNctLlUAhSZC,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",2021-03-02 16:13:19+00:00,Primavera,Rock & Indie
Bon Jovi,58lV9VcRSjABbAbfWS6skp,"['glam metal', 'rock']",2021-03-02 16:13:38+00:00,Primavera,Rock & Indie
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,"['album rock', 'classic rock', 'hard rock', 'rock']",2021-03-02 16:13:59+00:00,Primavera,Rock & Indie
Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,"['album rock', 'classic rock', 'hard rock', 'rock']",2021-03-02 16:14:14+00:00,Primavera,Rock & Indie
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",2021-03-02 16:14:35+00:00,Primavera,Rock & Indie
AC/DC,711MCceyCBcFnzjGY4Q7Un,"['australian rock', 'hard rock', 'rock']",2021-03-02 16:14:50+00:00,Primavera,Rock & Indie
The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,"['classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",2021-03-02 16:15:22+00:00,Primavera,Rock & Indie
AC/DC,711MCceyCBcFnzjGY4Q7Un,"['australian rock', 'hard rock', 'rock']",2021-03-02 16:15:31+00:00,Primavera,Rock & Indie
Oasis,2DaxqgrOhkeH0fpeiQq2f4,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",2021-03-02 16:15:43+00:00,Primavera,Rock & Indie
Bob Dylan,74ASZWbe4lXaubB36ztrGX,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",2021-03-02 16:15:52+00:00,Primavera,Rock & Indie
Jet,5ypxebeHEIXjMtJb17uJlI,"['garage rock', 'modern rock', 'pop rock']",2021-03-02 16:16:19+00:00,Primavera,Rock & Indie
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",2021-03-02 16:16:27+00:00,Primavera,Rock & Indie
R.E.M.,4KWTAlx2RvbpseOGMEmROg,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",2021-03-02 16:16:47+00:00,Primavera,Rock & Indie
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,"['rock-and-roll', 'rockabilly']",2021-03-02 16:16:52+00:00,Primavera,Otros
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,"['rock-and-roll', 'rockabilly']",2021-03-02 16:17:39+00:00,Primavera,Otros
The Police,5NGO30tJxFlKixkPSgXcFE,"['album rock', 'classic rock', 'permanent wave', 'rock']",2021-03-02 16:17:58+00:00,Primavera,Rock & Indie
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'rock']",2021-03-02 16:18:20+00:00,Primavera,Rock & Indie
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'rock']",2021-03-02 16:18:28+00:00,Primavera,Rock & Indie
Green Day,7oPftvlwr6VrsViSDV7fJY,"['modern rock', 'permanent wave', 'punk', 'rock']",2021-03-02 16:19:17+00:00,Primavera,Rock & Indie
Status Quo,4gIdjgLlvgEOz7MexDZzpM,"['blues rock', 'british blues', 'glam rock']",2021-03-02 16:19:23+00:00,Primavera,Otros
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,"['album rock', 'classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",2021-03-02 16:22:05+00:00,Primavera,Rock & Indie
Big Mountain,0Jeckitay8SbvKwqAzWuYH,"['reggae', 'reggae fusion']",2021-03-02 16:23:01+00:00,Primavera,Reggae
Blondie,4tpUmLEVLCGFr93o8hFFIB,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'synthpop']",2021-03-02 16:24:15+00:00,Primavera,Rock & Indie
R.E.M.,4KWTAlx2RvbpseOGMEmROg,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",2021-03-02 16:24:28+00:00,Primavera,Rock & Indie
Opus,5pf1217gT8zcjOFc7oMi47,['austropop'],2021-03-02 16:24:37+00:00,Primavera,Otros
Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",2021-03-02 16:24:53+00:00,Primavera,Rock & Indie
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,"['motown', 'soul']",2021-03-02 16:25:48+00:00,Primavera,"Jazz, Soul & Blues"
Fools Garden,0jRqFvRKCDryHOgrgFqsKG,['german pop rock'],2021-03-02 16:26:00+00:00,Primavera,Otros
Eagles,0ECwFtbIWEVNwjlrfc6xoL,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2021-03-02 16:27:58+00:00,Primavera,Rock & Indie
Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter', 'soft rock']",2021-03-02 16:28:09+00:00,Primavera,Rock & Indie
John Lennon,4x1nvY2FN8jxqAFA0DA02H,"['classic rock', 'rock']",2021-03-02 16:28:12+00:00,Primavera,Rock & Indie
U2,51Blml2LZPmy7TTiAg47vQ,"['irish rock', 'permanent wave', 'rock']",2021-03-02 16:28:30+00:00,Primavera,Rock & Indie
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",2021-03-02 16:28:53+00:00,Primavera,Rock & Indie
Robbie Williams,2HcwFjNelS49kFbfvMxQYw,"['dance rock', 'europop']",2021-03-02 16:29:02+00:00,Primavera,Otros
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",2021-03-02 16:29:25+00:00,Primavera,Rock & Indie
Bob Dylan,74ASZWbe4lXaubB36ztrGX,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']",2021-03-02 16:29:41+00:00,Primavera,Rock & Indie
John Lennon,4x1nvY2FN8jxqAFA0DA02H,"['classic rock', 'rock']",2021-03-04 16:24:17+00:00,Primavera,Rock & Indie
Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,"['mellow gold', 'soft rock']",2021-03-06 12:38:00+00:00,Primavera,Otros
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock', 'soft rock']",2021-03-06 12:38:01+00:00,Primavera,Rock & Indie
TOTO,0PFtn5NtBbbUNbU9EAmIWF,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2021-03-06 12:38:50+00:00,Primavera,Rock & Indie
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",2021-03-06 12:38:53+00:00,Primavera,Rock & Indie
Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,"['reggae', 'roots reggae']",2021-03-06 12:38:54+00:00,Primavera,Reggae
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,"['rock-and-roll', 'rockabilly']",2021-03-06 12:38:59+00:00,Primavera,Otros
George Michael,19ra5tSw0tWufvUp8GotLo,"['new wave pop', 'soft rock']",2021-03-06 12:39:12+00:00,Primavera,Otros
Queen,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']",2021-03-06 12:39:12+00:00,Primavera,Rock & Indie
Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2021-03-06 12:39:24+00:00,Primavera,"Jazz, Soul & Blues"
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2021-03-06 17:03:36+00:00,Primavera,Otros
Shocking Blue,5WimOFbBnCU5wI6t5PPpEk,['nederpop'],2021-03-06 17:03:49+00:00,Primavera,Otros
George Harrison,7FIoB5PHdrMZVC3q2HE5MS,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",2021-03-06 17:03:57+00:00,Primavera,Rock & Indie
Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,"['mellow gold', 'soft rock']",2021-03-06 17:05:29+00:00,Primavera,Otros
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,"['glam metal', 'hard rock', 'rock']",2021-03-06 17:07:03+00:00,Primavera,Rock & Indie
Nirvana,6olE6TJLqED3rqDCT0FyPh,"['grunge', 'permanent wave', 'rock']",2021-03-06 17:07:22+00:00,Primavera,Rock & Indie
AC/DC,711MCceyCBcFnzjGY4Q7Un,"['australian rock', 'hard rock', 'rock']",2021-03-06 17:07:34+00:00,Primavera,Rock & Indie
Raco Rabanne,5SxOAeKxzXjU0EMqsvGDa4,['NA'],2021-03-07 15:32:18+00:00,Primavera,Otros
Rodríguez,5PrHzxc3kFm4hIrGNmelpX,"['folk', 'folk rock']",2021-03-07 16:09:44+00:00,Primavera,Otros
The Dead Weather,4AZab8zo2nTYd7ORDmQu0V,"['garage rock', 'modern blues rock', 'supergroup']",2021-03-17 16:44:35+00:00,Primavera,Otros
JHAYCO,6nVcHLIgY5pE2YCl8ubca1,"['reggaeton', 'trap latino', 'urbano latino']",2021-03-20 18:39:12+00:00,Primavera,Reggateon
Wisin,3E6xrwgnVfYCrCs0ePERDz,"['reggaeton', 'urbano latino']",2021-03-20 18:39:12+00:00,Primavera,Reggateon
Los Legendarios,0n6sKrG0xKAf8xmdqeNGke,['NA'],2021-03-20 18:39:12+00:00,Primavera,Otros
Elilluminari,0BHo5QBLAjH32hoe4xHGYq,['dembow dominicano'],2021-03-20 18:39:27+00:00,Primavera,Otros
Arcángel,4SsVbpTthjScTS7U2hmr1X,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
Noriel,3RtNN1VnooWEn3KQk03DUL,"['reggaeton', 'trap latino', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
Almighty,6P6GTRTigHBp8ZesNtpCKH,"['reggaeton flow', 'trap latino', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
Wisin,3E6xrwgnVfYCrCs0ePERDz,"['reggaeton', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",2021-03-20 18:39:29+00:00,Primavera,Reggateon
Kidd Keo,0VZrPa7mWAYXH4CwmYk8Km,"['drill espanol', 'trap latino', 'trap triste', 'urbano espanol', 'urbano latino']",2021-03-20 18:39:40+00:00,Primavera,Reggateon
Myke Towers,7iK8PXO48WeuP03g8YR51W,"['reggaeton', 'trap latino', 'urbano latino']",2021-03-20 18:40:51+00:00,Primavera,Reggateon
Yannc,3rqKgkODmiyDdimpz5D3y1,['reggaeton flow'],2021-03-20 18:40:51+00:00,Primavera,Otros
Darkiel,4z19QMyPVRwbd4Fs2LisBa,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2021-03-20 18:40:51+00:00,Primavera,Reggateon
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",2021-03-20 18:40:51+00:00,Primavera,Reggateon
Brray,1GKIlPFdcewHtpDVCQ8zmJ,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2021-03-20 18:40:51+00:00,Primavera,Reggateon
